index,consumption_good,round,name
5083,43,50,firm29
5084,32,50,firm60
5085,47,50,firm83
5086,38,50,firm8
5087,49,50,firm47
5088,45,50,firm78
5089,53,50,firm26
5090,51,50,firm57
5091,43,50,firm88
5092,33,50,firm21
5093,39,50,firm52
5094,19,50,firm75
5095,46,50,firm0
5096,43,50,firm39
5097,53,50,firm70
5098,33,50,firm18
5099,45,50,firm49
5100,41,50,firm80
5101,20,51,firm13
5102,48,51,firm44
5103,48,51,firm67
5104,48,51,firm98
5105,54,51,firm31
5106,30,51,firm62
5107,48,51,firm93
5108,54,51,firm10
5109,52,51,firm41
5110,44,51,firm72
5111,38,51,firm5
5112,42,51,firm36
5113,48,51,firm59
5114,48,51,firm90
5115,34,51,firm23
5116,42,51,firm54
5117,52,51,firm85
5118,41,51,firm2
5119,38,51,firm33
5120,48,51,firm64
5121,39,51,firm28
5122,36,51,firm51
5123,46,51,firm82
5124,52,51,firm15
5125,52,51,firm46
5126,48,51,firm77
5127,52,51,firm25
5128,38,51,firm56
5129,50,51,firm95
5130,50,51,firm20
5131,27,51,firm43
5132,46,51,firm74
5133,54,51,firm7
5134,44,51,firm38
5135,46,51,firm69
5136,48,51,firm17
5137,50,51,firm48
5138,54,51,firm87
5139,30,51,firm12
5140,48,51,firm35
5141,38,51,firm66
5142,28,51,firm97
5143,46,51,firm30
5144,41,51,firm61
5145,42,51,firm92
5146,52,51,firm9
5147,51,51,firm40
5148,48,51,firm79
5149,54,51,firm4
5150,34,51,firm27
5151,34,51,firm58
5152,48,51,firm89
5153,34,51,firm22
5154,44,51,firm53
5155,42,51,firm84
5156,46,51,firm1
5157,52,51,firm32
5158,18,51,firm71
5159,26,51,firm19
5160,32,51,firm50
5161,52,51,firm81
5162,47,51,firm14
5163,40,51,firm45
5164,51,51,firm76
5165,52,51,firm99
5166,50,51,firm24
5167,52,51,firm63
5168,54,51,firm94
5169,38,51,firm11
5170,54,51,firm42
5171,54,51,firm73
5172,52,51,firm6
5173,51,51,firm37
5174,42,51,firm68
5175,48,51,firm91
5176,46,51,firm16
5177,54,51,firm55
5178,24,51,firm86
5179,47,51,firm3
5180,46,51,firm34
5181,54,51,firm65
5182,42,51,firm96
5183,44,51,firm29
5184,33,51,firm60
5185,48,51,firm83
5186,39,51,firm8
5187,50,51,firm47
5188,46,51,firm78
5189,54,51,firm26
5190,52,51,firm57
5191,44,51,firm88
5192,34,51,firm21
5193,40,51,firm52
5194,18,51,firm75
5195,47,51,firm0
5196,44,51,firm39
5197,54,51,firm70
5198,34,51,firm18
5199,46,51,firm49
5200,42,51,firm80
5201,21,52,firm13
5202,49,52,firm44
5203,49,52,firm67
5204,49,52,firm98
5205,55,52,firm31
5206,31,52,firm62
5207,49,52,firm93
5208,55,52,firm10
5209,53,52,firm41
5210,45,52,firm72
5211,39,52,firm5
5212,43,52,firm36
5213,49,52,firm59
5214,49,52,firm90
5215,33,52,firm23
5216,43,52,firm54
5217,53,52,firm85
5218,42,52,firm2
5219,39,52,firm33
5220,49,52,firm64
5221,40,52,firm28
5222,37,52,firm51
5223,47,52,firm82
5224,53,52,firm15
5225,53,52,firm46
5226,49,52,firm77
5227,53,52,firm25
5228,39,52,firm56
5229,51,52,firm95
5230,51,52,firm20
5231,28,52,firm43
5232,47,52,firm74
5233,55,52,firm7
5234,43,52,firm38
5235,47,52,firm69
5236,49,52,firm17
5237,51,52,firm48
5238,55,52,firm87
5239,31,52,firm12
5240,49,52,firm35
5241,39,52,firm66
5242,27,52,firm97
5243,47,52,firm30
5244,42,52,firm61
5245,43,52,firm92
5246,53,52,firm9
5247,52,52,firm40
5248,49,52,firm79
5249,55,52,firm4
5250,35,52,firm27
5251,35,52,firm58
5252,49,52,firm89
5253,33,52,firm22
5254,45,52,firm53
5255,43,52,firm84
5256,47,52,firm1
5257,53,52,firm32
5258,19,52,firm71
5259,27,52,firm19
5260,33,52,firm50
5261,53,52,firm81
5262,48,52,firm14
5263,41,52,firm45
5264,52,52,firm76
5265,53,52,firm99
5266,51,52,firm24
5267,53,52,firm63
5268,55,52,firm94
5269,39,52,firm11
5270,55,52,firm42
5271,55,52,firm73
5272,53,52,firm6
5273,52,52,firm37
5274,43,52,firm68
5275,49,52,firm91
5276,47,52,firm16
5277,55,52,firm55
5278,25,52,firm86
5279,48,52,firm3
5280,47,52,firm34
5281,55,52,firm65
5282,43,52,firm96
5283,45,52,firm29
5284,34,52,firm60
5285,49,52,firm83
5286,40,52,firm8
5287,51,52,firm47
5288,45,52,firm78
5289,55,52,firm26
5290,53,52,firm57
5291,45,52,firm88
5292,35,52,firm21
5293,41,52,firm52
5294,19,52,firm75
5295,48,52,firm0
5296,45,52,firm39
5297,55,52,firm70
5298,35,52,firm18
5299,47,52,firm49
5300,43,52,firm80
5301,22,53,firm13
5302,50,53,firm44
5303,50,53,firm67
5304,50,53,firm98
5305,56,53,firm31
5306,32,53,firm62
5307,50,53,firm93
5308,56,53,firm10
5309,54,53,firm41
5310,46,53,firm72
5311,40,53,firm5
5312,44,53,firm36
5313,50,53,firm59
5314,50,53,firm90
5315,34,53,firm23
5316,42,53,firm54
5317,54,53,firm85
5318,43,53,firm2
5319,40,53,firm33
5320,50,53,firm64
5321,41,53,firm28
5322,36,53,firm51
5323,48,53,firm82
5324,54,53,firm15
5325,54,53,firm46
5326,50,53,firm77
5327,54,53,firm25
5328,40,53,firm56
5329,52,53,firm95
5330,52,53,firm20
5331,29,53,firm43
5332,48,53,firm74
5333,56,53,firm7
5334,44,53,firm38
5335,48,53,firm69
5336,50,53,firm17
5337,52,53,firm48
5338,56,53,firm87
5339,32,53,firm12
5340,50,53,firm35
5341,40,53,firm66
5342,28,53,firm97
5343,48,53,firm30
5344,43,53,firm61
5345,42,53,firm92
5346,54,53,firm9
5347,53,53,firm40
5348,50,53,firm79
5349,56,53,firm4
5350,36,53,firm27
5351,36,53,firm58
5352,48,53,firm89
5353,32,53,firm22
5354,46,53,firm53
5355,44,53,firm84
5356,48,53,firm1
5357,54,53,firm32
5358,18,53,firm71
5359,26,53,firm19
5360,32,53,firm50
5361,54,53,firm81
5362,49,53,firm14
5363,42,53,firm45
5364,53,53,firm76
5365,54,53,firm99
5366,52,53,firm24
5367,54,53,firm63
5368,56,53,firm94
5369,40,53,firm11
5370,56,53,firm42
5371,56,53,firm73
5372,54,53,firm6
5373,53,53,firm37
5374,44,53,firm68
5375,50,53,firm91
5376,48,53,firm16
5377,56,53,firm55
5378,26,53,firm86
5379,49,53,firm3
5380,48,53,firm34
5381,56,53,firm65
5382,44,53,firm96
5383,46,53,firm29
5384,35,53,firm60
5385,50,53,firm83
5386,41,53,firm8
5387,52,53,firm47
5388,44,53,firm78
5389,56,53,firm26
5390,54,53,firm57
5391,46,53,firm88
5392,36,53,firm21
5393,42,53,firm52
5394,20,53,firm75
5395,49,53,firm0
5396,46,53,firm39
5397,56,53,firm70
5398,36,53,firm18
5399,48,53,firm49
5400,44,53,firm80
5401,23,54,firm13
5402,51,54,firm44
5403,51,54,firm67
5404,51,54,firm98
5405,57,54,firm31
5406,33,54,firm62
5407,51,54,firm93
5408,57,54,firm10
5409,53,54,firm41
5410,47,54,firm72
5411,41,54,firm5
5412,45,54,firm36
5413,51,54,firm59
5414,51,54,firm90
5415,35,54,firm23
5416,41,54,firm54
5417,55,54,firm85
5418,44,54,firm2
5419,41,54,firm33
5420,51,54,firm64
5421,42,54,firm28
5422,35,54,firm51
5423,49,54,firm82
5424,55,54,firm15
5425,55,54,firm46
5426,51,54,firm77
5427,55,54,firm25
5428,41,54,firm56
5429,53,54,firm95
5430,53,54,firm20
5431,30,54,firm43
5432,49,54,firm74
5433,57,54,firm7
5434,45,54,firm38
5435,49,54,firm69
5436,51,54,firm17
5437,53,54,firm48
5438,57,54,firm87
5439,33,54,firm12
5440,51,54,firm35
5441,41,54,firm66
5442,29,54,firm97
5443,49,54,firm30
5444,44,54,firm61
5445,41,54,firm92
5446,55,54,firm9
5447,54,54,firm40
5448,51,54,firm79
5449,57,54,firm4
5450,37,54,firm27
5451,37,54,firm58
5452,47,54,firm89
5453,31,54,firm22
5454,47,54,firm53
5455,45,54,firm84
5456,49,54,firm1
5457,55,54,firm32
5458,17,54,firm71
5459,27,54,firm19
5460,33,54,firm50
5461,55,54,firm81
5462,50,54,firm14
5463,43,54,firm45
5464,54,54,firm76
5465,55,54,firm99
5466,53,54,firm24
5467,55,54,firm63
5468,57,54,firm94
5469,41,54,firm11
5470,57,54,firm42
5471,57,54,firm73
5472,55,54,firm6
5473,54,54,firm37
5474,45,54,firm68
5475,51,54,firm91
5476,49,54,firm16
5477,57,54,firm55
5478,27,54,firm86
5479,50,54,firm3
5480,49,54,firm34
5481,57,54,firm65
5482,45,54,firm96
5483,47,54,firm29
5484,36,54,firm60
5485,51,54,firm83
5486,42,54,firm8
5487,53,54,firm47
5488,45,54,firm78
5489,57,54,firm26
5490,55,54,firm57
5491,45,54,firm88
5492,37,54,firm21
5493,43,54,firm52
5494,19,54,firm75
5495,50,54,firm0
5496,47,54,firm39
5497,57,54,firm70
5498,37,54,firm18
5499,49,54,firm49
5500,45,54,firm80
5501,24,55,firm13
5502,52,55,firm44
5503,52,55,firm67
5504,52,55,firm98
5505,58,55,firm31
5506,34,55,firm62
5507,52,55,firm93
5508,58,55,firm10
5509,52,55,firm41
5510,48,55,firm72
5511,42,55,firm5
5512,46,55,firm36
5513,52,55,firm59
5514,52,55,firm90
5515,36,55,firm23
5516,42,55,firm54
5517,56,55,firm85
5518,45,55,firm2
5519,42,55,firm33
5520,52,55,firm64
5521,43,55,firm28
5522,36,55,firm51
5523,50,55,firm82
5524,56,55,firm15
5525,56,55,firm46
5526,52,55,firm77
5527,56,55,firm25
5528,42,55,firm56
5529,54,55,firm95
5530,54,55,firm20
5531,31,55,firm43
5532,50,55,firm74
5533,58,55,firm7
5534,46,55,firm38
5535,50,55,firm69
5536,52,55,firm17
5537,54,55,firm48
5538,58,55,firm87
5539,34,55,firm12
5540,52,55,firm35
5541,42,55,firm66
5542,30,55,firm97
5543,50,55,firm30
5544,45,55,firm61
5545,42,55,firm92
5546,56,55,firm9
5547,55,55,firm40
5548,52,55,firm79
5549,58,55,firm4
5550,38,55,firm27
5551,38,55,firm58
5552,48,55,firm89
5553,30,55,firm22
5554,48,55,firm53
5555,46,55,firm84
5556,50,55,firm1
5557,56,55,firm32
5558,16,55,firm71
5559,28,55,firm19
5560,34,55,firm50
5561,56,55,firm81
5562,51,55,firm14
5563,44,55,firm45
5564,55,55,firm76
5565,56,55,firm99
5566,54,55,firm24
5567,56,55,firm63
5568,58,55,firm94
5569,42,55,firm11
5570,58,55,firm42
5571,58,55,firm73
5572,56,55,firm6
5573,55,55,firm37
5574,46,55,firm68
5575,52,55,firm91
5576,50,55,firm16
5577,58,55,firm55
5578,28,55,firm86
5579,51,55,firm3
5580,50,55,firm34
5581,58,55,firm65
5582,46,55,firm96
5583,48,55,firm29
5584,37,55,firm60
5585,52,55,firm83
5586,43,55,firm8
5587,54,55,firm47
5588,44,55,firm78
5589,58,55,firm26
5590,56,55,firm57
5591,46,55,firm88
5592,38,55,firm21
5593,44,55,firm52
5594,18,55,firm75
5595,51,55,firm0
5596,48,55,firm39
5597,58,55,firm70
5598,38,55,firm18
5599,50,55,firm49
5600,46,55,firm80
5601,25,56,firm13
5602,53,56,firm44
5603,53,56,firm67
5604,53,56,firm98
5605,59,56,firm31
5606,35,56,firm62
5607,53,56,firm93
5608,59,56,firm10
5609,51,56,firm41
5610,49,56,firm72
5611,43,56,firm5
5612,47,56,firm36
5613,53,56,firm59
5614,53,56,firm90
5615,37,56,firm23
5616,43,56,firm54
5617,57,56,firm85
5618,46,56,firm2
5619,43,56,firm33
5620,53,56,firm64
5621,44,56,firm28
5622,35,56,firm51
5623,51,56,firm82
5624,57,56,firm15
5625,57,56,firm46
5626,53,56,firm77
5627,57,56,firm25
5628,43,56,firm56
5629,55,56,firm95
5630,55,56,firm20
5631,32,56,firm43
5632,51,56,firm74
5633,59,56,firm7
5634,47,56,firm38
5635,51,56,firm69
5636,53,56,firm17
5637,55,56,firm48
5638,59,56,firm87
5639,35,56,firm12
5640,53,56,firm35
5641,43,56,firm66
5642,31,56,firm97
5643,51,56,firm30
5644,46,56,firm61
5645,43,56,firm92
5646,57,56,firm9
5647,56,56,firm40
5648,53,56,firm79
5649,59,56,firm4
5650,39,56,firm27
5651,39,56,firm58
5652,49,56,firm89
5653,31,56,firm22
5654,49,56,firm53
5655,47,56,firm84
5656,51,56,firm1
5657,57,56,firm32
5658,17,56,firm71
5659,29,56,firm19
5660,35,56,firm50
5661,57,56,firm81
5662,52,56,firm14
5663,45,56,firm45
5664,56,56,firm76
5665,57,56,firm99
5666,55,56,firm24
5667,57,56,firm63
5668,59,56,firm94
5669,43,56,firm11
5670,59,56,firm42
5671,59,56,firm73
5672,57,56,firm6
5673,56,56,firm37
5674,47,56,firm68
5675,53,56,firm91
5676,51,56,firm16
5677,59,56,firm55
5678,29,56,firm86
5679,52,56,firm3
5680,51,56,firm34
5681,59,56,firm65
5682,47,56,firm96
5683,49,56,firm29
5684,38,56,firm60
5685,53,56,firm83
5686,44,56,firm8
5687,55,56,firm47
5688,45,56,firm78
5689,59,56,firm26
5690,57,56,firm57
5691,45,56,firm88
5692,39,56,firm21
5693,45,56,firm52
5694,19,56,firm75
5695,52,56,firm0
5696,49,56,firm39
5697,59,56,firm70
5698,39,56,firm18
5699,51,56,firm49
5700,47,56,firm80
5701,26,57,firm13
5702,54,57,firm44
5703,54,57,firm67
5704,54,57,firm98
5705,60,57,firm31
5706,36,57,firm62
5707,54,57,firm93
5708,60,57,firm10
5709,50,57,firm41
5710,50,57,firm72
5711,44,57,firm5
5712,48,57,firm36
5713,54,57,firm59
5714,52,57,firm90
5715,38,57,firm23
5716,44,57,firm54
5717,58,57,firm85
5718,47,57,firm2
5719,44,57,firm33
5720,54,57,firm64
5721,45,57,firm28
5722,36,57,firm51
5723,52,57,firm82
5724,58,57,firm15
5725,58,57,firm46
5726,54,57,firm77
5727,58,57,firm25
5728,44,57,firm56
5729,56,57,firm95
5730,56,57,firm20
5731,33,57,firm43
5732,52,57,firm74
5733,60,57,firm7
5734,48,57,firm38
5735,52,57,firm69
5736,54,57,firm17
5737,56,57,firm48
5738,60,57,firm87
5739,36,57,firm12
5740,54,57,firm35
5741,44,57,firm66
5742,32,57,firm97
5743,52,57,firm30
5744,47,57,firm61
5745,44,57,firm92
5746,58,57,firm9
5747,57,57,firm40
5748,54,57,firm79
5749,60,57,firm4
5750,40,57,firm27
5751,40,57,firm58
5752,50,57,firm89
5753,32,57,firm22
5754,50,57,firm53
5755,48,57,firm84
5756,52,57,firm1
5757,58,57,firm32
5758,16,57,firm71
5759,28,57,firm19
5760,36,57,firm50
5761,58,57,firm81
5762,53,57,firm14
5763,46,57,firm45
5764,57,57,firm76
5765,58,57,firm99
5766,56,57,firm24
5767,58,57,firm63
5768,60,57,firm94
5769,44,57,firm11
5770,60,57,firm42
5771,60,57,firm73
5772,58,57,firm6
5773,57,57,firm37
5774,48,57,firm68
5775,54,57,firm91
5776,52,57,firm16
5777,60,57,firm55
5778,30,57,firm86
5779,53,57,firm3
5780,52,57,firm34
5781,60,57,firm65
5782,48,57,firm96
5783,50,57,firm29
5784,39,57,firm60
5785,54,57,firm83
5786,45,57,firm8
5787,56,57,firm47
5788,46,57,firm78
5789,60,57,firm26
5790,58,57,firm57
5791,44,57,firm88
5792,40,57,firm21
5793,46,57,firm52
5794,18,57,firm75
5795,53,57,firm0
5796,50,57,firm39
5797,60,57,firm70
5798,40,57,firm18
5799,52,57,firm49
5800,48,57,firm80
5801,27,58,firm13
5802,55,58,firm44
5803,55,58,firm67
5804,55,58,firm98
5805,61,58,firm31
5806,35,58,firm62
5807,55,58,firm93
5808,61,58,firm10
5809,51,58,firm41
5810,51,58,firm72
5811,45,58,firm5
5812,49,58,firm36
5813,55,58,firm59
5814,53,58,firm90
5815,39,58,firm23
5816,45,58,firm54
5817,59,58,firm85
5818,48,58,firm2
5819,45,58,firm33
5820,55,58,firm64
5821,46,58,firm28
5822,35,58,firm51
5823,53,58,firm82
5824,59,58,firm15
5825,59,58,firm46
5826,55,58,firm77
5827,59,58,firm25
5828,45,58,firm56
5829,57,58,firm95
5830,57,58,firm20
5831,34,58,firm43
5832,53,58,firm74
5833,61,58,firm7
5834,49,58,firm38
5835,53,58,firm69
5836,55,58,firm17
5837,57,58,firm48
5838,61,58,firm87
5839,37,58,firm12
5840,55,58,firm35
5841,45,58,firm66
5842,33,58,firm97
5843,53,58,firm30
5844,48,58,firm61
5845,45,58,firm92
5846,59,58,firm9
5847,58,58,firm40
5848,55,58,firm79
5849,61,58,firm4
5850,41,58,firm27
5851,41,58,firm58
5852,51,58,firm89
5853,33,58,firm22
5854,51,58,firm53
5855,49,58,firm84
5856,53,58,firm1
5857,59,58,firm32
5858,17,58,firm71
5859,29,58,firm19
5860,37,58,firm50
5861,59,58,firm81
5862,54,58,firm14
5863,47,58,firm45
5864,58,58,firm76
5865,59,58,firm99
5866,57,58,firm24
5867,59,58,firm63
5868,61,58,firm94
5869,45,58,firm11
5870,61,58,firm42
5871,61,58,firm73
5872,59,58,firm6
5873,58,58,firm37
5874,49,58,firm68
5875,55,58,firm91
5876,53,58,firm16
5877,61,58,firm55
5878,31,58,firm86
5879,54,58,firm3
5880,53,58,firm34
5881,61,58,firm65
5882,49,58,firm96
5883,51,58,firm29
5884,40,58,firm60
5885,55,58,firm83
5886,46,58,firm8
5887,57,58,firm47
5888,47,58,firm78
5889,61,58,firm26
5890,59,58,firm57
5891,45,58,firm88
5892,41,58,firm21
5893,47,58,firm52
5894,17,58,firm75
5895,54,58,firm0
5896,51,58,firm39
5897,61,58,firm70
5898,41,58,firm18
5899,53,58,firm49
5900,49,58,firm80
5901,28,59,firm13
5902,56,59,firm44
5903,56,59,firm67
5904,56,59,firm98
5905,62,59,firm31
5906,36,59,firm62
5907,56,59,firm93
5908,62,59,firm10
5909,50,59,firm41
5910,52,59,firm72
5911,46,59,firm5
5912,50,59,firm36
5913,56,59,firm59
5914,54,59,firm90
5915,40,59,firm23
5916,46,59,firm54
5917,60,59,firm85
5918,49,59,firm2
5919,46,59,firm33
5920,56,59,firm64
5921,45,59,firm28
5922,36,59,firm51
5923,54,59,firm82
5924,60,59,firm15
5925,60,59,firm46
5926,56,59,firm77
5927,60,59,firm25
5928,46,59,firm56
5929,58,59,firm95
5930,58,59,firm20
5931,35,59,firm43
5932,54,59,firm74
5933,62,59,firm7
5934,50,59,firm38
5935,54,59,firm69
5936,56,59,firm17
5937,58,59,firm48
5938,62,59,firm87
5939,38,59,firm12
5940,56,59,firm35
5941,46,59,firm66
5942,34,59,firm97
5943,54,59,firm30
5944,49,59,firm61
5945,46,59,firm92
5946,60,59,firm9
5947,59,59,firm40
5948,56,59,firm79
5949,62,59,firm4
5950,42,59,firm27
5951,42,59,firm58
5952,52,59,firm89
5953,34,59,firm22
5954,52,59,firm53
5955,48,59,firm84
5956,54,59,firm1
5957,60,59,firm32
5958,18,59,firm71
5959,30,59,firm19
5960,38,59,firm50
5961,60,59,firm81
5962,55,59,firm14
5963,48,59,firm45
5964,59,59,firm76
5965,60,59,firm99
5966,58,59,firm24
5967,60,59,firm63
5968,62,59,firm94
5969,46,59,firm11
5970,62,59,firm42
5971,62,59,firm73
5972,60,59,firm6
5973,59,59,firm37
5974,50,59,firm68
5975,56,59,firm91
5976,54,59,firm16
5977,62,59,firm55
5978,32,59,firm86
5979,55,59,firm3
5980,54,59,firm34
5981,62,59,firm65
5982,50,59,firm96
5983,52,59,firm29
5984,41,59,firm60
5985,56,59,firm83
5986,47,59,firm8
5987,58,59,firm47
5988,48,59,firm78
5989,62,59,firm26
5990,60,59,firm57
5991,44,59,firm88
5992,42,59,firm21
5993,48,59,firm52
5994,16,59,firm75
5995,55,59,firm0
5996,52,59,firm39
5997,62,59,firm70
5998,42,59,firm18
5999,54,59,firm49
6000,50,59,firm80
6001,29,60,firm13
6002,57,60,firm44
6003,57,60,firm67
6004,57,60,firm98
6005,63,60,firm31
6006,35,60,firm62
6007,57,60,firm93
6008,63,60,firm10
6009,49,60,firm41
6010,53,60,firm72
6011,47,60,firm5
6012,51,60,firm36
6013,57,60,firm59
6014,55,60,firm90
6015,41,60,firm23
6016,47,60,firm54
6017,61,60,firm85
6018,50,60,firm2
6019,47,60,firm33
6020,57,60,firm64
6021,44,60,firm28
6022,37,60,firm51
6023,55,60,firm82
6024,61,60,firm15
6025,61,60,firm46
6026,57,60,firm77
6027,61,60,firm25
6028,47,60,firm56
6029,59,60,firm95
6030,59,60,firm20
6031,36,60,firm43
6032,55,60,firm74
6033,63,60,firm7
6034,51,60,firm38
6035,55,60,firm69
6036,57,60,firm17
6037,59,60,firm48
6038,63,60,firm87
6039,39,60,firm12
6040,57,60,firm35
6041,47,60,firm66
6042,35,60,firm97
6043,55,60,firm30
6044,50,60,firm61
6045,47,60,firm92
6046,61,60,firm9
6047,60,60,firm40
6048,57,60,firm79
6049,63,60,firm4
6050,43,60,firm27
6051,43,60,firm58
6052,53,60,firm89
6053,33,60,firm22
6054,53,60,firm53
6055,49,60,firm84
6056,55,60,firm1
6057,61,60,firm32
6058,19,60,firm71
6059,31,60,firm19
6060,39,60,firm50
6061,61,60,firm81
6062,56,60,firm14
6063,49,60,firm45
6064,60,60,firm76
6065,61,60,firm99
6066,59,60,firm24
6067,61,60,firm63
6068,63,60,firm94
6069,47,60,firm11
6070,63,60,firm42
6071,63,60,firm73
6072,61,60,firm6
6073,60,60,firm37
6074,51,60,firm68
6075,57,60,firm91
6076,55,60,firm16
6077,63,60,firm55
6078,33,60,firm86
6079,56,60,firm3
6080,55,60,firm34
6081,63,60,firm65
6082,51,60,firm96
6083,53,60,firm29
6084,42,60,firm60
6085,57,60,firm83
6086,48,60,firm8
6087,59,60,firm47
6088,49,60,firm78
6089,63,60,firm26
6090,61,60,firm57
6091,43,60,firm88
6092,43,60,firm21
6093,49,60,firm52
6094,17,60,firm75
6095,56,60,firm0
6096,53,60,firm39
6097,63,60,firm70
6098,43,60,firm18
6099,55,60,firm49
6100,51,60,firm80
6101,30,61,firm13
6102,58,61,firm44
6103,58,61,firm67
6104,58,61,firm98
6105,64,61,firm31
6106,36,61,firm62
6107,58,61,firm93
6108,64,61,firm10
6109,50,61,firm41
6110,54,61,firm72
6111,48,61,firm5
6112,52,61,firm36
6113,58,61,firm59
6114,56,61,firm90
6115,42,61,firm23
6116,48,61,firm54
6117,62,61,firm85
6118,51,61,firm2
6119,48,61,firm33
6120,58,61,firm64
6121,45,61,firm28
6122,36,61,firm51
6123,56,61,firm82
6124,62,61,firm15
6125,62,61,firm46
6126,58,61,firm77
6127,62,61,firm25
6128,48,61,firm56
6129,60,61,firm95
6130,60,61,firm20
6131,37,61,firm43
6132,56,61,firm74
6133,64,61,firm7
6134,52,61,firm38
6135,56,61,firm69
6136,58,61,firm17
6137,60,61,firm48
6138,64,61,firm87
6139,40,61,firm12
6140,58,61,firm35
6141,48,61,firm66
6142,36,61,firm97
6143,56,61,firm30
6144,51,61,firm61
6145,46,61,firm92
6146,62,61,firm9
6147,61,61,firm40
6148,58,61,firm79
6149,64,61,firm4
6150,44,61,firm27
6151,44,61,firm58
6152,54,61,firm89
6153,32,61,firm22
6154,54,61,firm53
6155,48,61,firm84
6156,56,61,firm1
6157,62,61,firm32
6158,20,61,firm71
6159,32,61,firm19
6160,40,61,firm50
6161,62,61,firm81
6162,57,61,firm14
6163,50,61,firm45
6164,61,61,firm76
6165,62,61,firm99
6166,60,61,firm24
6167,62,61,firm63
6168,64,61,firm94
6169,48,61,firm11
6170,64,61,firm42
6171,64,61,firm73
6172,62,61,firm6
6173,61,61,firm37
6174,52,61,firm68
6175,58,61,firm91
6176,56,61,firm16
6177,64,61,firm55
6178,34,61,firm86
6179,57,61,firm3
6180,56,61,firm34
6181,64,61,firm65
6182,52,61,firm96
6183,54,61,firm29
6184,43,61,firm60
6185,58,61,firm83
6186,49,61,firm8
6187,60,61,firm47
6188,50,61,firm78
6189,64,61,firm26
6190,62,61,firm57
6191,44,61,firm88
6192,44,61,firm21
6193,50,61,firm52
6194,16,61,firm75
6195,57,61,firm0
6196,54,61,firm39
6197,64,61,firm70
6198,44,61,firm18
6199,54,61,firm49
6200,52,61,firm80
6201,31,62,firm13
6202,59,62,firm44
6203,59,62,firm67
6204,59,62,firm98
6205,65,62,firm31
6206,37,62,firm62
6207,59,62,firm93
6208,65,62,firm10
6209,51,62,firm41
6210,55,62,firm72
6211,49,62,firm5
6212,53,62,firm36
6213,59,62,firm59
6214,55,62,firm90
6215,43,62,firm23
6216,49,62,firm54
6217,63,62,firm85
6218,52,62,firm2
6219,49,62,firm33
6220,59,62,firm64
6221,46,62,firm28
6222,35,62,firm51
6223,57,62,firm82
6224,63,62,firm15
6225,63,62,firm46
6226,59,62,firm77
6227,63,62,firm25
6228,49,62,firm56
6229,61,62,firm95
6230,61,62,firm20
6231,38,62,firm43
6232,57,62,firm74
6233,65,62,firm7
6234,53,62,firm38
6235,57,62,firm69
6236,59,62,firm17
6237,61,62,firm48
6238,65,62,firm87
6239,41,62,firm12
6240,59,62,firm35
6241,49,62,firm66
6242,37,62,firm97
6243,57,62,firm30
6244,52,62,firm61
6245,47,62,firm92
6246,63,62,firm9
6247,62,62,firm40
6248,59,62,firm79
6249,65,62,firm4
6250,45,62,firm27
6251,45,62,firm58
6252,55,62,firm89
6253,31,62,firm22
6254,55,62,firm53
6255,49,62,firm84
6256,57,62,firm1
6257,63,62,firm32
6258,21,62,firm71
6259,33,62,firm19
6260,41,62,firm50
6261,63,62,firm81
6262,58,62,firm14
6263,51,62,firm45
6264,62,62,firm76
6265,63,62,firm99
6266,61,62,firm24
6267,63,62,firm63
6268,65,62,firm94
6269,49,62,firm11
6270,65,62,firm42
6271,65,62,firm73
6272,63,62,firm6
6273,62,62,firm37
6274,53,62,firm68
6275,59,62,firm91
6276,57,62,firm16
6277,65,62,firm55
6278,35,62,firm86
6279,58,62,firm3
6280,57,62,firm34
6281,65,62,firm65
6282,53,62,firm96
6283,55,62,firm29
6284,44,62,firm60
6285,59,62,firm83
6286,50,62,firm8
6287,61,62,firm47
6288,51,62,firm78
6289,65,62,firm26
6290,63,62,firm57
6291,45,62,firm88
6292,45,62,firm21
6293,51,62,firm52
6294,17,62,firm75
6295,58,62,firm0
6296,55,62,firm39
6297,65,62,firm70
6298,45,62,firm18
6299,53,62,firm49
6300,53,62,firm80
6301,32,63,firm13
6302,60,63,firm44
6303,60,63,firm67
6304,60,63,firm98
6305,66,63,firm31
6306,38,63,firm62
6307,60,63,firm93
6308,66,63,firm10
6309,52,63,firm41
6310,56,63,firm72
6311,50,63,firm5
6312,54,63,firm36
6313,60,63,firm59
6314,54,63,firm90
6315,44,63,firm23
6316,50,63,firm54
6317,64,63,firm85
6318,53,63,firm2
6319,50,63,firm33
6320,60,63,firm64
6321,47,63,firm28
6322,34,63,firm51
6323,58,63,firm82
6324,64,63,firm15
6325,64,63,firm46
6326,60,63,firm77
6327,64,63,firm25
6328,50,63,firm56
6329,62,63,firm95
6330,62,63,firm20
6331,37,63,firm43
6332,58,63,firm74
6333,66,63,firm7
6334,54,63,firm38
6335,58,63,firm69
6336,60,63,firm17
6337,62,63,firm48
6338,66,63,firm87
6339,42,63,firm12
6340,60,63,firm35
6341,50,63,firm66
6342,38,63,firm97
6343,58,63,firm30
6344,53,63,firm61
6345,46,63,firm92
6346,64,63,firm9
6347,63,63,firm40
6348,60,63,firm79
6349,66,63,firm4
6350,46,63,firm27
6351,46,63,firm58
6352,56,63,firm89
6353,32,63,firm22
