index,consumption_good,round,name
2587,24,25,firm47
2588,22,25,firm78
2589,28,25,firm26
2590,26,25,firm57
2591,24,25,firm88
2592,18,25,firm21
2593,14,25,firm52
2594,22,25,firm75
2595,21,25,firm0
2596,18,25,firm39
2597,28,25,firm70
2598,12,25,firm18
2599,20,25,firm49
2600,16,25,firm80
2601,15,26,firm13
2602,29,26,firm44
2603,23,26,firm67
2604,23,26,firm98
2605,29,26,firm31
2606,13,26,firm62
2607,23,26,firm93
2608,29,26,firm10
2609,27,26,firm41
2610,23,26,firm72
2611,19,26,firm5
2612,17,26,firm36
2613,23,26,firm59
2614,23,26,firm90
2615,13,26,firm23
2616,21,26,firm54
2617,27,26,firm85
2618,16,26,firm2
2619,21,26,firm33
2620,29,26,firm64
2621,20,26,firm28
2622,17,26,firm51
2623,21,26,firm82
2624,27,26,firm15
2625,29,26,firm46
2626,23,26,firm77
2627,27,26,firm25
2628,19,26,firm56
2629,25,26,firm95
2630,25,26,firm20
2631,14,26,firm43
2632,21,26,firm74
2633,29,26,firm7
2634,23,26,firm38
2635,21,26,firm69
2636,27,26,firm17
2637,29,26,firm48
2638,29,26,firm87
2639,11,26,firm12
2640,23,26,firm35
2641,17,26,firm66
2642,21,26,firm97
2643,21,26,firm30
2644,20,26,firm61
2645,27,26,firm92
2646,27,26,firm9
2647,26,26,firm40
2648,23,26,firm79
2649,29,26,firm4
2650,19,26,firm27
2651,17,26,firm58
2652,29,26,firm89
2653,11,26,firm22
2654,23,26,firm53
2655,19,26,firm84
2656,21,26,firm1
2657,27,26,firm32
2658,13,26,firm71
2659,7,26,firm19
2660,17,26,firm50
2661,27,26,firm81
2662,22,26,firm14
2663,15,26,firm45
2664,26,26,firm76
2665,29,26,firm99
2666,25,26,firm24
2667,27,26,firm63
2668,29,26,firm94
2669,15,26,firm11
2670,29,26,firm42
2671,29,26,firm73
2672,27,26,firm6
2673,26,26,firm37
2674,21,26,firm68
2675,23,26,firm91
2676,21,26,firm16
2677,29,26,firm55
2678,17,26,firm86
2679,22,26,firm3
2680,21,26,firm34
2681,29,26,firm65
2682,27,26,firm96
2683,23,26,firm29
2684,10,26,firm60
2685,23,26,firm83
2686,18,26,firm8
2687,25,26,firm47
2688,23,26,firm78
2689,29,26,firm26
2690,27,26,firm57
2691,25,26,firm88
2692,19,26,firm21
2693,15,26,firm52
2694,23,26,firm75
2695,22,26,firm0
2696,19,26,firm39
2697,29,26,firm70
2698,13,26,firm18
2699,21,26,firm49
2700,17,26,firm80
2701,16,27,firm13
2702,28,27,firm44
2703,24,27,firm67
2704,24,27,firm98
2705,30,27,firm31
2706,14,27,firm62
2707,24,27,firm93
2708,30,27,firm10
2709,28,27,firm41
2710,24,27,firm72
2711,20,27,firm5
2712,18,27,firm36
2713,24,27,firm59
2714,24,27,firm90
2715,14,27,firm23
2716,22,27,firm54
2717,28,27,firm85
2718,17,27,firm2
2719,22,27,firm33
2720,30,27,firm64
2721,21,27,firm28
2722,18,27,firm51
2723,22,27,firm82
2724,28,27,firm15
2725,30,27,firm46
2726,24,27,firm77
2727,28,27,firm25
2728,20,27,firm56
2729,26,27,firm95
2730,26,27,firm20
2731,15,27,firm43
2732,22,27,firm74
2733,30,27,firm7
2734,24,27,firm38
2735,22,27,firm69
2736,28,27,firm17
2737,30,27,firm48
2738,30,27,firm87
2739,12,27,firm12
2740,24,27,firm35
2741,18,27,firm66
2742,20,27,firm97
2743,22,27,firm30
2744,21,27,firm61
2745,28,27,firm92
2746,28,27,firm9
2747,27,27,firm40
2748,24,27,firm79
2749,30,27,firm4
2750,18,27,firm27
2751,18,27,firm58
2752,30,27,firm89
2753,12,27,firm22
2754,24,27,firm53
2755,20,27,firm84
2756,22,27,firm1
2757,28,27,firm32
2758,14,27,firm71
2759,8,27,firm19
2760,18,27,firm50
2761,28,27,firm81
2762,23,27,firm14
2763,16,27,firm45
2764,27,27,firm76
2765,30,27,firm99
2766,26,27,firm24
2767,28,27,firm63
2768,30,27,firm94
2769,16,27,firm11
2770,30,27,firm42
2771,30,27,firm73
2772,28,27,firm6
2773,27,27,firm37
2774,22,27,firm68
2775,24,27,firm91
2776,22,27,firm16
2777,30,27,firm55
2778,18,27,firm86
2779,23,27,firm3
2780,22,27,firm34
2781,30,27,firm65
2782,28,27,firm96
2783,22,27,firm29
2784,11,27,firm60
2785,24,27,firm83
2786,19,27,firm8
2787,26,27,firm47
2788,24,27,firm78
2789,30,27,firm26
2790,28,27,firm57
2791,26,27,firm88
2792,20,27,firm21
2793,16,27,firm52
2794,24,27,firm75
2795,23,27,firm0
2796,20,27,firm39
2797,30,27,firm70
2798,14,27,firm18
2799,22,27,firm49
2800,18,27,firm80
2801,15,28,firm13
2802,29,28,firm44
2803,25,28,firm67
2804,25,28,firm98
2805,31,28,firm31
2806,15,28,firm62
2807,25,28,firm93
2808,31,28,firm10
2809,29,28,firm41
2810,25,28,firm72
2811,21,28,firm5
2812,19,28,firm36
2813,25,28,firm59
2814,25,28,firm90
2815,15,28,firm23
2816,23,28,firm54
2817,29,28,firm85
2818,18,28,firm2
2819,23,28,firm33
2820,29,28,firm64
2821,22,28,firm28
2822,19,28,firm51
2823,23,28,firm82
2824,29,28,firm15
2825,31,28,firm46
2826,25,28,firm77
2827,29,28,firm25
2828,21,28,firm56
2829,27,28,firm95
2830,27,28,firm20
2831,16,28,firm43
2832,23,28,firm74
2833,31,28,firm7
2834,25,28,firm38
2835,23,28,firm69
2836,29,28,firm17
2837,31,28,firm48
2838,31,28,firm87
2839,13,28,firm12
2840,25,28,firm35
2841,19,28,firm66
2842,19,28,firm97
2843,23,28,firm30
2844,22,28,firm61
2845,29,28,firm92
2846,29,28,firm9
2847,28,28,firm40
2848,25,28,firm79
2849,31,28,firm4
2850,19,28,firm27
2851,17,28,firm58
2852,31,28,firm89
2853,13,28,firm22
2854,25,28,firm53
2855,21,28,firm84
2856,23,28,firm1
2857,29,28,firm32
2858,15,28,firm71
2859,9,28,firm19
2860,19,28,firm50
2861,29,28,firm81
2862,24,28,firm14
2863,17,28,firm45
2864,28,28,firm76
2865,29,28,firm99
2866,27,28,firm24
2867,29,28,firm63
2868,31,28,firm94
2869,17,28,firm11
2870,31,28,firm42
2871,31,28,firm73
2872,29,28,firm6
2873,28,28,firm37
2874,23,28,firm68
2875,25,28,firm91
2876,23,28,firm16
2877,31,28,firm55
2878,19,28,firm86
2879,24,28,firm3
2880,23,28,firm34
2881,31,28,firm65
2882,29,28,firm96
2883,21,28,firm29
2884,12,28,firm60
2885,25,28,firm83
2886,20,28,firm8
2887,27,28,firm47
2888,23,28,firm78
2889,31,28,firm26
2890,29,28,firm57
2891,27,28,firm88
2892,21,28,firm21
2893,17,28,firm52
2894,25,28,firm75
2895,24,28,firm0
2896,21,28,firm39
2897,31,28,firm70
2898,13,28,firm18
2899,23,28,firm49
2900,19,28,firm80
2901,16,29,firm13
2902,30,29,firm44
2903,26,29,firm67
2904,26,29,firm98
2905,32,29,firm31
2906,16,29,firm62
2907,26,29,firm93
2908,32,29,firm10
2909,30,29,firm41
2910,26,29,firm72
2911,22,29,firm5
2912,20,29,firm36
2913,26,29,firm59
2914,26,29,firm90
2915,16,29,firm23
2916,22,29,firm54
2917,30,29,firm85
2918,19,29,firm2
2919,24,29,firm33
2920,30,29,firm64
2921,23,29,firm28
2922,20,29,firm51
2923,24,29,firm82
2924,30,29,firm15
2925,32,29,firm46
2926,26,29,firm77
2927,30,29,firm25
2928,20,29,firm56
2929,28,29,firm95
2930,28,29,firm20
2931,17,29,firm43
2932,24,29,firm74
2933,32,29,firm7
2934,26,29,firm38
2935,24,29,firm69
2936,30,29,firm17
2937,32,29,firm48
2938,32,29,firm87
2939,14,29,firm12
2940,26,29,firm35
2941,18,29,firm66
2942,20,29,firm97
2943,24,29,firm30
2944,23,29,firm61
2945,30,29,firm92
2946,30,29,firm9
2947,29,29,firm40
2948,26,29,firm79
2949,32,29,firm4
2950,18,29,firm27
2951,18,29,firm58
2952,32,29,firm89
2953,12,29,firm22
2954,26,29,firm53
2955,22,29,firm84
2956,24,29,firm1
2957,30,29,firm32
2958,16,29,firm71
2959,10,29,firm19
2960,20,29,firm50
2961,30,29,firm81
2962,25,29,firm14
2963,18,29,firm45
2964,29,29,firm76
2965,30,29,firm99
2966,28,29,firm24
2967,30,29,firm63
2968,32,29,firm94
2969,18,29,firm11
2970,32,29,firm42
2971,32,29,firm73
2972,30,29,firm6
2973,29,29,firm37
2974,24,29,firm68
2975,26,29,firm91
2976,24,29,firm16
2977,32,29,firm55
2978,20,29,firm86
2979,25,29,firm3
2980,24,29,firm34
2981,32,29,firm65
2982,28,29,firm96
2983,22,29,firm29
2984,13,29,firm60
2985,26,29,firm83
2986,21,29,firm8
2987,28,29,firm47
2988,24,29,firm78
2989,32,29,firm26
2990,30,29,firm57
2991,28,29,firm88
2992,22,29,firm21
2993,18,29,firm52
2994,26,29,firm75
2995,25,29,firm0
2996,22,29,firm39
2997,32,29,firm70
2998,14,29,firm18
2999,24,29,firm49
3000,20,29,firm80
3001,15,30,firm13
3002,31,30,firm44
3003,27,30,firm67
3004,27,30,firm98
3005,33,30,firm31
3006,15,30,firm62
3007,27,30,firm93
3008,33,30,firm10
3009,31,30,firm41
3010,27,30,firm72
3011,23,30,firm5
3012,21,30,firm36
3013,27,30,firm59
3014,27,30,firm90
3015,17,30,firm23
3016,23,30,firm54
3017,31,30,firm85
3018,20,30,firm2
3019,25,30,firm33
3020,29,30,firm64
3021,24,30,firm28
3022,21,30,firm51
3023,25,30,firm82
3024,31,30,firm15
3025,33,30,firm46
3026,27,30,firm77
3027,31,30,firm25
3028,19,30,firm56
3029,29,30,firm95
3030,29,30,firm20
3031,18,30,firm43
3032,25,30,firm74
3033,33,30,firm7
3034,27,30,firm38
3035,25,30,firm69
3036,31,30,firm17
3037,33,30,firm48
3038,33,30,firm87
3039,15,30,firm12
3040,27,30,firm35
3041,19,30,firm66
3042,19,30,firm97
3043,25,30,firm30
3044,24,30,firm61
3045,31,30,firm92
3046,31,30,firm9
3047,30,30,firm40
3048,27,30,firm79
3049,33,30,firm4
3050,17,30,firm27
3051,19,30,firm58
3052,33,30,firm89
3053,13,30,firm22
3054,27,30,firm53
3055,23,30,firm84
3056,25,30,firm1
3057,31,30,firm32
3058,17,30,firm71
3059,11,30,firm19
3060,21,30,firm50
3061,31,30,firm81
3062,26,30,firm14
3063,19,30,firm45
3064,30,30,firm76
3065,31,30,firm99
3066,29,30,firm24
3067,31,30,firm63
3068,33,30,firm94
3069,19,30,firm11
3070,33,30,firm42
3071,33,30,firm73
3072,31,30,firm6
3073,30,30,firm37
3074,25,30,firm68
3075,27,30,firm91
3076,25,30,firm16
3077,33,30,firm55
3078,21,30,firm86
3079,26,30,firm3
3080,25,30,firm34
3081,33,30,firm65
3082,29,30,firm96
3083,23,30,firm29
3084,14,30,firm60
3085,27,30,firm83
3086,22,30,firm8
3087,29,30,firm47
3088,25,30,firm78
3089,33,30,firm26
3090,31,30,firm57
3091,29,30,firm88
3092,23,30,firm21
3093,19,30,firm52
3094,27,30,firm75
3095,26,30,firm0
3096,23,30,firm39
3097,33,30,firm70
3098,13,30,firm18
3099,25,30,firm49
3100,21,30,firm80
3101,14,31,firm13
3102,32,31,firm44
3103,28,31,firm67
3104,28,31,firm98
3105,34,31,firm31
3106,16,31,firm62
3107,28,31,firm93
3108,34,31,firm10
3109,32,31,firm41
3110,28,31,firm72
3111,24,31,firm5
3112,22,31,firm36
3113,28,31,firm59
3114,28,31,firm90
3115,18,31,firm23
3116,24,31,firm54
3117,32,31,firm85
3118,21,31,firm2
3119,26,31,firm33
3120,28,31,firm64
3121,25,31,firm28
3122,22,31,firm51
3123,26,31,firm82
3124,32,31,firm15
3125,34,31,firm46
3126,28,31,firm77
3127,32,31,firm25
3128,18,31,firm56
3129,30,31,firm95
3130,30,31,firm20
3131,19,31,firm43
3132,26,31,firm74
3133,34,31,firm7
3134,28,31,firm38
3135,26,31,firm69
3136,32,31,firm17
3137,32,31,firm48
3138,34,31,firm87
3139,16,31,firm12
3140,28,31,firm35
3141,20,31,firm66
3142,20,31,firm97
3143,26,31,firm30
3144,25,31,firm61
3145,32,31,firm92
3146,32,31,firm9
3147,31,31,firm40
3148,28,31,firm79
3149,34,31,firm4
3150,18,31,firm27
3151,18,31,firm58
3152,34,31,firm89
3153,14,31,firm22
3154,28,31,firm53
3155,24,31,firm84
3156,26,31,firm1
3157,32,31,firm32
3158,16,31,firm71
3159,12,31,firm19
3160,22,31,firm50
3161,32,31,firm81
3162,27,31,firm14
3163,20,31,firm45
3164,31,31,firm76
3165,32,31,firm99
3166,30,31,firm24
3167,32,31,firm63
3168,34,31,firm94
3169,20,31,firm11
3170,34,31,firm42
3171,34,31,firm73
3172,32,31,firm6
3173,31,31,firm37
3174,26,31,firm68
3175,28,31,firm91
3176,26,31,firm16
3177,34,31,firm55
3178,20,31,firm86
3179,27,31,firm3
3180,26,31,firm34
3181,34,31,firm65
3182,30,31,firm96
3183,24,31,firm29
3184,15,31,firm60
3185,28,31,firm83
3186,23,31,firm8
3187,30,31,firm47
3188,26,31,firm78
3189,34,31,firm26
3190,32,31,firm57
3191,30,31,firm88
3192,22,31,firm21
3193,20,31,firm52
3194,28,31,firm75
3195,27,31,firm0
3196,24,31,firm39
3197,34,31,firm70
3198,14,31,firm18
3199,26,31,firm49
3200,22,31,firm80
3201,13,32,firm13
3202,33,32,firm44
3203,29,32,firm67
3204,29,32,firm98
3205,35,32,firm31
3206,17,32,firm62
3207,29,32,firm93
3208,35,32,firm10
3209,33,32,firm41
3210,29,32,firm72
3211,25,32,firm5
3212,23,32,firm36
3213,29,32,firm59
3214,29,32,firm90
3215,19,32,firm23
3216,25,32,firm54
3217,33,32,firm85
3218,22,32,firm2
3219,27,32,firm33
3220,29,32,firm64
3221,26,32,firm28
3222,23,32,firm51
3223,27,32,firm82
3224,33,32,firm15
3225,35,32,firm46
3226,29,32,firm77
3227,33,32,firm25
3228,19,32,firm56
3229,31,32,firm95
3230,31,32,firm20
3231,20,32,firm43
3232,27,32,firm74
3233,35,32,firm7
3234,29,32,firm38
3235,27,32,firm69
3236,33,32,firm17
3237,33,32,firm48
3238,35,32,firm87
3239,17,32,firm12
3240,29,32,firm35
3241,19,32,firm66
3242,21,32,firm97
3243,27,32,firm30
3244,24,32,firm61
3245,33,32,firm92
3246,33,32,firm9
3247,32,32,firm40
3248,29,32,firm79
3249,35,32,firm4
3250,19,32,firm27
3251,19,32,firm58
3252,35,32,firm89
3253,15,32,firm22
3254,29,32,firm53
3255,25,32,firm84
3256,27,32,firm1
3257,33,32,firm32
3258,15,32,firm71
3259,13,32,firm19
3260,23,32,firm50
3261,33,32,firm81
3262,28,32,firm14
3263,21,32,firm45
3264,32,32,firm76
3265,33,32,firm99
3266,31,32,firm24
3267,33,32,firm63
3268,35,32,firm94
3269,21,32,firm11
3270,35,32,firm42
3271,35,32,firm73
3272,33,32,firm6
3273,32,32,firm37
3274,27,32,firm68
3275,29,32,firm91
3276,27,32,firm16
3277,35,32,firm55
3278,19,32,firm86
3279,28,32,firm3
3280,27,32,firm34
3281,35,32,firm65
3282,31,32,firm96
3283,25,32,firm29
3284,16,32,firm60
3285,29,32,firm83
3286,24,32,firm8
3287,31,32,firm47
3288,27,32,firm78
3289,35,32,firm26
3290,33,32,firm57
3291,31,32,firm88
3292,21,32,firm21
3293,21,32,firm52
3294,29,32,firm75
3295,28,32,firm0
3296,25,32,firm39
3297,35,32,firm70
3298,15,32,firm18
3299,27,32,firm49
3300,23,32,firm80
3301,14,33,firm13
3302,34,33,firm44
3303,30,33,firm67
3304,30,33,firm98
3305,36,33,firm31
3306,16,33,firm62
3307,30,33,firm93
3308,36,33,firm10
3309,34,33,firm41
3310,30,33,firm72
3311,24,33,firm5
3312,24,33,firm36
3313,30,33,firm59
3314,30,33,firm90
3315,20,33,firm23
3316,26,33,firm54
3317,34,33,firm85
3318,23,33,firm2
3319,28,33,firm33
3320,30,33,firm64
3321,27,33,firm28
3322,24,33,firm51
3323,28,33,firm82
3324,34,33,firm15
3325,36,33,firm46
3326,30,33,firm77
3327,34,33,firm25
3328,20,33,firm56
3329,32,33,firm95
3330,32,33,firm20
3331,19,33,firm43
3332,28,33,firm74
3333,36,33,firm7
3334,30,33,firm38
3335,28,33,firm69
3336,34,33,firm17
3337,34,33,firm48
3338,36,33,firm87
3339,18,33,firm12
3340,30,33,firm35
3341,20,33,firm66
3342,22,33,firm97
3343,28,33,firm30
3344,25,33,firm61
3345,34,33,firm92
3346,34,33,firm9
3347,33,33,firm40
3348,30,33,firm79
3349,36,33,firm4
3350,18,33,firm27
3351,20,33,firm58
3352,36,33,firm89
3353,16,33,firm22
3354,30,33,firm53
3355,26,33,firm84
3356,28,33,firm1
3357,34,33,firm32
3358,16,33,firm71
3359,14,33,firm19
3360,24,33,firm50
3361,34,33,firm81
3362,29,33,firm14
3363,22,33,firm45
3364,33,33,firm76
3365,34,33,firm99
3366,32,33,firm24
3367,34,33,firm63
3368,36,33,firm94
3369,22,33,firm11
3370,36,33,firm42
3371,36,33,firm73
3372,34,33,firm6
3373,33,33,firm37
3374,28,33,firm68
3375,30,33,firm91
3376,28,33,firm16
3377,36,33,firm55
3378,20,33,firm86
3379,29,33,firm3
3380,28,33,firm34
3381,36,33,firm65
3382,32,33,firm96
3383,26,33,firm29
3384,17,33,firm60
3385,30,33,firm83
3386,25,33,firm8
3387,32,33,firm47
3388,28,33,firm78
3389,36,33,firm26
3390,34,33,firm57
3391,32,33,firm88
3392,22,33,firm21
3393,22,33,firm52
3394,28,33,firm75
3395,29,33,firm0
3396,26,33,firm39
3397,36,33,firm70
3398,16,33,firm18
3399,28,33,firm49
3400,24,33,firm80
3401,15,34,firm13
3402,35,34,firm44
3403,31,34,firm67
3404,31,34,firm98
3405,37,34,firm31
3406,15,34,firm62
3407,31,34,firm93
3408,37,34,firm10
3409,35,34,firm41
3410,31,34,firm72
3411,25,34,firm5
3412,25,34,firm36
3413,31,34,firm59
3414,31,34,firm90
3415,21,34,firm23
3416,27,34,firm54
3417,35,34,firm85
3418,24,34,firm2
3419,29,34,firm33
3420,31,34,firm64
3421,28,34,firm28
3422,25,34,firm51
3423,29,34,firm82
3424,35,34,firm15
3425,35,34,firm46
3426,31,34,firm77
3427,35,34,firm25
3428,21,34,firm56
3429,33,34,firm95
3430,33,34,firm20
3431,18,34,firm43
3432,29,34,firm74
3433,37,34,firm7
3434,31,34,firm38
3435,29,34,firm69
3436,33,34,firm17
3437,35,34,firm48
3438,37,34,firm87
3439,19,34,firm12
3440,31,34,firm35
3441,21,34,firm66
3442,23,34,firm97
3443,29,34,firm30
3444,26,34,firm61
3445,35,34,firm92
3446,35,34,firm9
3447,34,34,firm40
3448,31,34,firm79
3449,37,34,firm4
3450,19,34,firm27
3451,21,34,firm58
3452,37,34,firm89
3453,17,34,firm22
3454,31,34,firm53
3455,27,34,firm84
3456,29,34,firm1
3457,35,34,firm32
3458,17,34,firm71
3459,15,34,firm19
3460,25,34,firm50
3461,35,34,firm81
3462,30,34,firm14
3463,23,34,firm45
3464,34,34,firm76
3465,35,34,firm99
3466,33,34,firm24
3467,35,34,firm63
3468,37,34,firm94
3469,23,34,firm11
3470,37,34,firm42
3471,37,34,firm73
3472,35,34,firm6
3473,34,34,firm37
3474,29,34,firm68
3475,31,34,firm91
3476,29,34,firm16
3477,37,34,firm55
3478,21,34,firm86
3479,30,34,firm3
3480,29,34,firm34
3481,37,34,firm65
3482,33,34,firm96
3483,27,34,firm29
3484,18,34,firm60
3485,31,34,firm83
3486,26,34,firm8
3487,33,34,firm47
3488,29,34,firm78
3489,37,34,firm26
3490,35,34,firm57
3491,33,34,firm88
3492,23,34,firm21
3493,23,34,firm52
3494,27,34,firm75
3495,30,34,firm0
3496,27,34,firm39
3497,37,34,firm70
3498,17,34,firm18
3499,29,34,firm49
3500,25,34,firm80
3501,16,35,firm13
3502,36,35,firm44
3503,32,35,firm67
3504,32,35,firm98
3505,38,35,firm31
3506,16,35,firm62
3507,32,35,firm93
3508,38,35,firm10
3509,36,35,firm41
3510,32,35,firm72
3511,26,35,firm5
3512,26,35,firm36
3513,32,35,firm59
3514,32,35,firm90
3515,22,35,firm23
3516,28,35,firm54
3517,36,35,firm85
3518,25,35,firm2
3519,30,35,firm33
3520,32,35,firm64
3521,29,35,firm28
3522,24,35,firm51
3523,30,35,firm82
3524,36,35,firm15
3525,36,35,firm46
3526,32,35,firm77
3527,36,35,firm25
3528,22,35,firm56
3529,34,35,firm95
3530,34,35,firm20
3531,17,35,firm43
3532,30,35,firm74
3533,38,35,firm7
3534,32,35,firm38
3535,30,35,firm69
3536,32,35,firm17
3537,36,35,firm48
3538,38,35,firm87
3539,18,35,firm12
3540,32,35,firm35
3541,22,35,firm66
3542,24,35,firm97
3543,30,35,firm30
3544,27,35,firm61
3545,36,35,firm92
3546,36,35,firm9
3547,35,35,firm40
3548,32,35,firm79
3549,38,35,firm4
3550,18,35,firm27
3551,20,35,firm58
3552,38,35,firm89
3553,18,35,firm22
3554,32,35,firm53
3555,28,35,firm84
3556,30,35,firm1
3557,36,35,firm32
3558,16,35,firm71
3559,16,35,firm19
3560,26,35,firm50
3561,36,35,firm81
3562,31,35,firm14
3563,24,35,firm45
3564,35,35,firm76
3565,36,35,firm99
3566,34,35,firm24
3567,36,35,firm63
3568,38,35,firm94
3569,24,35,firm11
3570,38,35,firm42
3571,38,35,firm73
3572,36,35,firm6
3573,35,35,firm37
3574,30,35,firm68
3575,32,35,firm91
3576,30,35,firm16
3577,38,35,firm55
3578,22,35,firm86
3579,31,35,firm3
3580,30,35,firm34
3581,38,35,firm65
3582,34,35,firm96
3583,28,35,firm29
3584,19,35,firm60
3585,32,35,firm83
3586,27,35,firm8
3587,34,35,firm47
3588,30,35,firm78
3589,38,35,firm26
3590,36,35,firm57
3591,34,35,firm88
3592,24,35,firm21
3593,24,35,firm52
3594,26,35,firm75
3595,31,35,firm0
3596,28,35,firm39
3597,38,35,firm70
3598,18,35,firm18
3599,30,35,firm49
3600,26,35,firm80
3601,17,36,firm13
3602,37,36,firm44
3603,33,36,firm67
3604,33,36,firm98
3605,39,36,firm31
3606,17,36,firm62
3607,33,36,firm93
3608,39,36,firm10
3609,37,36,firm41
3610,33,36,firm72
3611,27,36,firm5
3612,27,36,firm36
3613,33,36,firm59
3614,33,36,firm90
3615,23,36,firm23
3616,27,36,firm54
3617,37,36,firm85
3618,26,36,firm2
3619,31,36,firm33
3620,33,36,firm64
3621,30,36,firm28
3622,25,36,firm51
3623,31,36,firm82
3624,37,36,firm15
3625,37,36,firm46
3626,33,36,firm77
3627,37,36,firm25
3628,23,36,firm56
3629,35,36,firm95
3630,35,36,firm20
3631,16,36,firm43
3632,31,36,firm74
3633,39,36,firm7
3634,33,36,firm38
3635,31,36,firm69
3636,33,36,firm17
3637,37,36,firm48
3638,39,36,firm87
3639,17,36,firm12
3640,33,36,firm35
3641,23,36,firm66
3642,25,36,firm97
3643,31,36,firm30
3644,26,36,firm61
3645,37,36,firm92
3646,37,36,firm9
3647,36,36,firm40
3648,33,36,firm79
3649,39,36,firm4
3650,19,36,firm27
3651,21,36,firm58
3652,39,36,firm89
3653,19,36,firm22
3654,33,36,firm53
3655,29,36,firm84
3656,31,36,firm1
3657,37,36,firm32
3658,15,36,firm71
3659,17,36,firm19
3660,27,36,firm50
3661,37,36,firm81
3662,32,36,firm14
3663,25,36,firm45
3664,36,36,firm76
3665,37,36,firm99
3666,35,36,firm24
3667,37,36,firm63
3668,39,36,firm94
3669,25,36,firm11
3670,39,36,firm42
3671,39,36,firm73
3672,37,36,firm6
3673,36,36,firm37
3674,31,36,firm68
3675,33,36,firm91
3676,31,36,firm16
3677,39,36,firm55
3678,23,36,firm86
3679,32,36,firm3
3680,31,36,firm34
3681,39,36,firm65
3682,35,36,firm96
3683,29,36,firm29
3684,20,36,firm60
3685,33,36,firm83
3686,28,36,firm8
3687,35,36,firm47
3688,31,36,firm78
3689,39,36,firm26
3690,37,36,firm57
3691,35,36,firm88
3692,25,36,firm21
3693,25,36,firm52
3694,27,36,firm75
3695,32,36,firm0
3696,29,36,firm39
3697,39,36,firm70
3698,19,36,firm18
3699,31,36,firm49
3700,27,36,firm80
3701,18,37,firm13
3702,38,37,firm44
3703,34,37,firm67
3704,34,37,firm98
3705,40,37,firm31
3706,18,37,firm62
3707,34,37,firm93
3708,40,37,firm10
3709,38,37,firm41
3710,34,37,firm72
3711,28,37,firm5
3712,28,37,firm36
3713,34,37,firm59
3714,34,37,firm90
3715,22,37,firm23
3716,28,37,firm54
3717,38,37,firm85
3718,27,37,firm2
3719,32,37,firm33
3720,34,37,firm64
3721,31,37,firm28
3722,24,37,firm51
3723,32,37,firm82
3724,38,37,firm15
3725,38,37,firm46
3726,34,37,firm77
3727,38,37,firm25
3728,24,37,firm56
3729,36,37,firm95
3730,36,37,firm20
3731,15,37,firm43
3732,32,37,firm74
3733,40,37,firm7
3734,34,37,firm38
3735,32,37,firm69
3736,34,37,firm17
3737,38,37,firm48
3738,40,37,firm87
3739,18,37,firm12
3740,34,37,firm35
3741,24,37,firm66
3742,26,37,firm97
3743,32,37,firm30
3744,27,37,firm61
3745,38,37,firm92
3746,38,37,firm9
3747,37,37,firm40
3748,34,37,firm79
3749,40,37,firm4
3750,20,37,firm27
3751,22,37,firm58
3752,40,37,firm89
3753,20,37,firm22
3754,32,37,firm53
3755,28,37,firm84
3756,32,37,firm1
3757,38,37,firm32
3758,14,37,firm71
3759,18,37,firm19
3760,28,37,firm50
3761,38,37,firm81
3762,33,37,firm14
3763,26,37,firm45
3764,37,37,firm76
3765,38,37,firm99
3766,36,37,firm24
3767,38,37,firm63
3768,40,37,firm94
3769,26,37,firm11
3770,40,37,firm42
3771,40,37,firm73
3772,38,37,firm6
3773,37,37,firm37
3774,32,37,firm68
3775,34,37,firm91
3776,32,37,firm16
3777,40,37,firm55
3778,22,37,firm86
3779,33,37,firm3
3780,32,37,firm34
3781,40,37,firm65
3782,36,37,firm96
3783,30,37,firm29
3784,21,37,firm60
3785,34,37,firm83
3786,29,37,firm8
3787,36,37,firm47
3788,32,37,firm78
3789,40,37,firm26
3790,38,37,firm57
3791,34,37,firm88
3792,26,37,firm21
3793,26,37,firm52
3794,26,37,firm75
3795,33,37,firm0
3796,30,37,firm39
3797,40,37,firm70
3798,20,37,firm18
3799,32,37,firm49
3800,28,37,firm80
3801,19,38,firm13
3802,39,38,firm44
3803,35,38,firm67
3804,35,38,firm98
3805,41,38,firm31
3806,19,38,firm62
3807,35,38,firm93
3808,41,38,firm10
3809,39,38,firm41
3810,35,38,firm72
3811,29,38,firm5
3812,29,38,firm36
3813,35,38,firm59
3814,35,38,firm90
3815,23,38,firm23
3816,29,38,firm54
3817,39,38,firm85
3818,28,38,firm2
3819,33,38,firm33
3820,35,38,firm64
3821,32,38,firm28
3822,23,38,firm51
3823,33,38,firm82
3824,39,38,firm15
3825,39,38,firm46
3826,35,38,firm77
3827,39,38,firm25
3828,25,38,firm56
3829,37,38,firm95
3830,37,38,firm20
3831,16,38,firm43
3832,33,38,firm74
3833,41,38,firm7
3834,35,38,firm38
3835,33,38,firm69
3836,35,38,firm17
3837,39,38,firm48
3838,41,38,firm87
3839,19,38,firm12
3840,35,38,firm35
3841,25,38,firm66
3842,27,38,firm97
3843,33,38,firm30
3844,28,38,firm61
3845,39,38,firm92
3846,39,38,firm9
3847,38,38,firm40
3848,35,38,firm79
3849,41,38,firm4
3850,21,38,firm27
3851,23,38,firm58
3852,41,38,firm89
3853,21,38,firm22
3854,33,38,firm53
3855,29,38,firm84
3856,33,38,firm1
3857,39,38,firm32
